HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_protein	MFC_MF11_protein	MFC_MF18_protein	MFC_MF22_protein	MFC_MF29_protein	MFC_MF30_protein	MFC_MF33_protein	MFC_MS42_protein	MHP_11_protein	MHP_168L_protein	MHP_168_protein	MHP_232_protein	MHP_7422_protein	MHP_7448_protein	MHP_98_protein	MHP_ES2L_protein	MHP_ES2_protein	MHP_F72C_protein	MHP_J_protein	MHP_LH_protein	MHP_MHP650_protein	MHP_MHP653_protein	MHP_MHP679_protein	MHP_MHP682_protein	MHP_MHP691_protein	MHP_MHP694_protein	MHP_MHP696_protein	MHP_MHP699_protein	MHP_MHP709_protein	MHP_NCTC10127_protein	MHP_REF_protein	MHP_TB1_protein	MHP_UFV01_protein	MHP_UFV02_protein
N3.HOG0000592	OG0000527	n0									WP_011206309.1	WP_044278026.1	WP_044278026.1	WP_011206309.1	WP_011206309.1	WP_011290288.1	WP_179695984.1		WP_011206309.1	WP_011206309.1	WP_011206309.1	WP_011206309.1	WP_160600970.1	WP_011206309.1	WP_011206309.1	WP_011206309.1	WP_011206309.1	WP_094521720.1	WP_011206309.1	WP_011206309.1	WP_011206309.1	WP_011206309.1		WP_044278026.1	WP_011206309.1	WP_011206309.1
N3.HOG0000593	OG0000528	n0									WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_179221003.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1	WP_011205922.1			WP_011205922.1	WP_011205922.1
N3.HOG0000594	OG0000529	n0									WP_088172548.1	WP_016340235.1	WP_014579912.1	WP_011206327.1	WP_020835812.1	WP_011290303.1	WP_179695992.1	WP_179221176.1		WP_146379675.1	WP_011284243.1	WP_233688488.1	WP_160601041.1	WP_160615677.1	WP_160590115.1	WP_160585661.1	WP_160607820.1	WP_160606419.1	WP_160587827.1	WP_160585111.1	WP_160587827.1	WP_129640585.1		WP_252862136.1	WP_243216266.1	WP_243216266.1
N3.HOG0000595	OG0000530	n0									WP_011206205.1	WP_014579812.1	WP_014579812.1	WP_011206205.1	WP_011290194.1	WP_011290194.1	WP_160585598.1	WP_179221121.1	WP_135618841.1	WP_146379606.1	WP_011284127.1	WP_014579812.1	WP_160600912.1	WP_160607658.1	WP_011290194.1	WP_160585598.1	WP_160607658.1		WP_160587904.1	WP_160585177.1	WP_160587904.1	WP_011206205.1		WP_014579812.1	WP_243216151.1	WP_243216151.1
N3.HOG0000596	OG0000531	n0									WP_011206507.1		WP_011284377.1	WP_011206507.1	WP_041361711.1	WP_011290429.1	WP_011284377.1	WP_011284377.1	WP_011284377.1	WP_041361711.1	WP_011284377.1	WP_011284377.1	WP_011284377.1	WP_160615636.1	WP_041361711.1	WP_160585578.1	WP_160585578.1	WP_011284377.1	WP_160588158.1	WP_160584894.1	WP_160588158.1	WP_011206507.1		WP_252862132.1	WP_011284377.1	WP_011284377.1
N3.HOG0000597	OG0000532	n0									WP_011206508.1	WP_044889046.1	WP_044278045.1	WP_011206508.1	WP_020835919.1	WP_011290430.1	WP_179695860.1	WP_179221268.1	WP_135619154.1	WP_146379760.1	WP_011284378.1	WP_233688569.1		WP_160615638.1	WP_160590358.1	WP_160585577.1	WP_160607749.1	WP_160606907.1	WP_160588160.1	WP_160584892.1	WP_160588160.1	WP_011206508.1		WP_044889046.1	WP_044889046.1	WP_044889046.1
N3.HOG0000598	OG0000533	n0									WP_088172530.1	WP_014579695.1	WP_014579695.1	WP_011205994.1	WP_020835622.1	WP_081420839.1	WP_220200531.1		WP_014579695.1	WP_146379541.1	WP_014579695.1	WP_020835622.1	WP_094521611.1	WP_160585562.1	WP_160590377.1	WP_160585562.1	WP_160585562.1	WP_160606911.1	WP_160587986.1	WP_160584696.1	WP_160587986.1	WP_129640612.1		WP_088764624.1	WP_014579695.1	WP_014579695.1
N3.HOG0000599	OG0000534	n0									WP_011206004.1	WP_014579671.1	WP_014579671.1	WP_011206004.1	WP_020835615.1	WP_044272370.1	WP_179696066.1	WP_020835615.1	WP_135618643.1	WP_146379538.1	WP_011206004.1	WP_011206004.1	WP_160600991.1	WP_020835615.1	WP_020835615.1	WP_020835615.1	WP_160607922.1	WP_020835615.1	WP_020835615.1	WP_020835615.1	WP_020835615.1	WP_011206004.1		WP_014579671.1	WP_243216018.1	WP_243216018.1
N3.HOG0000600	OG0000535	n0									WP_011206382.1	WP_014579941.1	WP_014579941.1	WP_011206382.1	WP_020835839.1	WP_011290334.1	WP_179695922.1	WP_179221192.1	WP_135619014.1	WP_146379691.1	WP_011284276.1	WP_233688503.1	WP_160600781.1	WP_160615651.1	WP_160590157.1	WP_160585620.1	WP_160607850.1	WP_160606575.1	WP_160587856.1	WP_160584973.1	WP_160587856.1	WP_011206382.1		WP_014579941.1	WP_243216299.1	WP_243216299.1
N3.HOG0000601	OG0000536	n0									WP_011206258.1	WP_044278009.1	WP_044278009.1	WP_011206258.1	WP_020835759.1	WP_011290228.1	WP_160585249.1	WP_011290228.1	WP_135618895.1	WP_011290228.1	WP_011284179.1	WP_160585249.1	WP_160601187.1	WP_011290228.1	WP_160585249.1	WP_160585249.1	WP_160585249.1	WP_160588293.1	WP_160588293.1	WP_160585249.1	WP_160588293.1	WP_011206258.1		WP_044278009.1	WP_243216198.1	WP_243216198.1
N3.HOG0000602	OG0000537	n0									WP_011206108.1	WP_014579659.1	WP_014579659.1	WP_011206108.1	WP_020835564.1	WP_011290012.1	WP_179696117.1	WP_179221019.1	WP_135618559.1	WP_146379491.1	WP_011283914.1	WP_233688642.1	WP_160601231.1	WP_160615937.1			WP_160608062.1	WP_160606674.1	WP_160587963.1	WP_160584789.1	WP_160587963.1	WP_011206108.1		WP_252862203.1	WP_243215981.1	WP_243215981.1
N3.HOG0000603	OG0000538	n0									WP_158209055.1	WP_011206235.1	WP_158209055.1	WP_158209055.1	WP_011206235.1	WP_011206235.1	WP_160585767.1		WP_081430767.1	WP_146379587.1	WP_160585767.1	WP_160588366.1	WP_160601116.1	WP_160615875.1		WP_160585767.1		WP_160606963.1	WP_160615875.1		WP_160588366.1	WP_011206235.1		WP_158209055.1	WP_081430767.1	WP_081430767.1
N3.HOG0000604	OG0000539	n0									WP_011283955.1			WP_011283955.1	WP_011283955.1	WP_011283955.1	WP_179695852.1	WP_011283955.1	WP_135618595.1	WP_146379513.1	WP_011283955.1	WP_233688660.1	WP_160600892.1	WP_011283955.1	WP_011283955.1	WP_011283955.1	WP_011283955.1	WP_146379513.1	WP_146379513.1	WP_011283955.1	WP_146379513.1	WP_011283955.1		WP_088764595.1	WP_088764595.1	WP_088764595.1
N3.HOG0000605	OG0000540	n0									WP_011206472.1	WP_014579999.1	WP_014579999.1	WP_011206472.1	WP_011290405.1	WP_011290405.1	WP_179695889.1	WP_179221247.1	WP_135619126.1	WP_146379746.1	WP_011284350.1	WP_233688555.1	WP_160601177.1	WP_160615921.1	WP_160590456.1	WP_160585785.1	WP_160607959.1	WP_160606793.1	WP_160588146.1	WP_160585255.1	WP_160588146.1	WP_011206472.1		WP_014579999.1	WP_243215854.1	WP_243215854.1
N3.HOG0000606	OG0000541	n0									WP_011206355.1	WP_014579678.1, WP_014580039.1	WP_014579678.1, WP_014580039.1	WP_011205927.1, WP_011206355.1	WP_011290242.1	WP_011290242.1	WP_179695838.1	WP_179221205.1, WP_240536615.1	WP_240536387.1, WP_135618911.1, WP_135618741.1			WP_179695838.1	WP_160601091.1, WP_160601093.1		WP_160590097.1	WP_160585715.1, WP_240536615.1	WP_160585715.1, WP_160607688.1			WP_160584937.1, WP_160601093.1		WP_011206355.1		WP_014579678.1, WP_014580039.1	WP_243216113.1	WP_243216113.1
N3.HOG0000607	OG0000542	n0									WP_011206515.1	WP_016340256.1	WP_014580031.1	WP_011206515.1	WP_020835926.1	WP_011290436.1	WP_179695865.1	WP_240536624.1	WP_135619166.1	WP_146379766.1	WP_011284384.1	WP_233688576.1	WP_160600814.1		WP_160590368.1	WP_160585813.1		WP_160606923.1	WP_160588166.1		WP_160588166.1	WP_129640595.1		WP_088764579.1	WP_243215896.1	WP_243215896.1
N3.HOG0000608	OG0000543	n0									WP_011206110.1	WP_011206110.1	WP_011206110.1	WP_011206110.1	WP_236607964.1	WP_011290010.1		WP_179221017.1	WP_011206110.1		WP_011206110.1	WP_011206110.1	WP_011206110.1	WP_011206110.1	WP_160584784.1	WP_160584784.1	WP_011206110.1		WP_011206110.1	WP_160584784.1	WP_011206110.1	WP_011206110.1		WP_011206110.1	WP_179221017.1	WP_179221017.1
N3.HOG0000609	OG0000544	n0									WP_011206464.1	WP_014579994.1	WP_014579994.1	WP_011206464.1	WP_020835896.1, WP_236607957.1	WP_228366114.1	WP_308705278.1, WP_258556527.1	WP_179221242.1	WP_135619114.1	WP_146379739.1	WP_237697251.1, WP_237697217.1	WP_233688551.1	WP_308704763.1	WP_308507046.1	WP_160590348.1	WP_160585788.1	WP_160607969.1	WP_160606801.1	WP_258555308.1	WP_160585240.1	WP_308507097.1, WP_258555308.1	WP_011206464.1		WP_014579994.1	WP_243216347.1	WP_243234989.1, WP_243234996.1
N3.HOG0000610	OG0000545	n0									WP_011206148.1	WP_014579771.1	WP_014579771.1	WP_011206148.1	WP_236607969.1	WP_011290141.1	WP_011284067.1	WP_179221096.1	WP_135618761.1	WP_011284067.1	WP_011284067.1	WP_011290141.1	WP_258556706.1	WP_011284067.1	WP_160590479.1	WP_160585826.1	WP_160590479.1	WP_308507102.1	WP_011284067.1	WP_280996806.1	WP_308507102.1	WP_011206148.1		WP_014579771.1	WP_243216074.1	WP_243216074.1
N3.HOG0000611	OG0000546	n0									WP_011206407.1	WP_016340244.1	WP_011206407.1	WP_011206407.1	WP_011206407.1	WP_011206407.1	WP_146379706.1	WP_011206407.1		WP_146379706.1	WP_011206407.1			WP_146379706.1	WP_135619042.1	WP_160585632.1	WP_160608094.1	WP_146379706.1	WP_011206407.1	WP_160585237.1	WP_011206407.1	WP_011206407.1		WP_011206407.1	WP_011206407.1	
N3.HOG0000612	OG0000547	n0									WP_044284843.1	WP_167513696.1, WP_044889050.1, WP_014580033.1	WP_167513696.1, WP_014580033.1	WP_165255034.1, WP_044284843.1	WP_041361748.1	WP_041361748.1	WP_167513696.1, WP_160585706.1	WP_240536646.1, WP_135618906.1	WP_135618906.1		WP_167513696.1	WP_167513696.1, WP_233688685.1	WP_160601167.1, WP_160585706.1	WP_220191275.1	WP_220191275.1	WP_160585706.1	WP_160585706.1			WP_094521762.1		WP_165255034.1, WP_044284843.1, WP_129640561.1		WP_014580033.1		
N3.HOG0000613	OG0000548	n0									WP_011206321.1	WP_014579907.1	WP_014579907.1	WP_011206321.1	WP_020835807.1	WP_011290296.1	WP_179695990.1	WP_179221173.1	WP_135618965.1	WP_146379671.1	WP_044284682.1	WP_233688483.1	WP_160600983.1	WP_160615818.1	WP_160590125.1	WP_160585666.1	WP_160607828.1	WP_160606427.1	WP_160587822.1	WP_160584998.1	WP_160587822.1	WP_011206321.1		WP_252862139.1	WP_243216257.1	WP_243216257.1
N3.HOG0000614	OG0000549	n0									WP_202943179.1	WP_318023914.1	WP_014579837.1	WP_202943179.1		WP_228366139.1	WP_308705288.1		WP_240536417.1	WP_318026087.1	WP_237697250.1	WP_233688770.1	WP_160601117.1	WP_308507050.1		WP_308507012.1		WP_160606961.1	WP_220200970.1		WP_258555378.1	WP_129640571.1		WP_252862191.1	WP_243216234.1	WP_243216234.1
N3.HOG0000615	OG0000550	n0										WP_016340222.1	WP_014579847.1	WP_011206220.1	WP_041361769.1	WP_044272715.1	WP_179696011.1	WP_179221130.1	WP_135619202.1	WP_146379597.1	WP_011284140.1	WP_233688413.1	WP_160600919.1			WP_160585591.1	WP_160607664.1	WP_160606603.1	WP_160617491.1		WP_160587921.1	WP_129640569.1			WP_243216231.1	
N3.HOG0000616	OG0000551	n0									WP_011205929.1			WP_011205929.1	WP_269076334.1		WP_240536641.1	WP_240536641.1	WP_240536381.1		WP_237697236.1		WP_258556703.1	WP_160615844.1, WP_160615836.1		WP_160585748.1, WP_160585744.1		WP_258555438.1, WP_160606891.1	WP_160588372.1, WP_160617513.1, WP_160588333.1	WP_160584834.1, WP_240536641.1	WP_160588372.1, WP_160585744.1, WP_160588333.1	WP_011205929.1		WP_252862119.1	WP_243216067.1	WP_243216067.1
N3.HOG0000617	OG0000552	n0									WP_011206184.1	WP_014579790.1	WP_014579790.1	WP_011206184.1	WP_020835698.1	WP_011290175.1	WP_160606457.1	WP_094521665.1	WP_014579790.1	WP_146379616.1	WP_011284102.1	WP_011290175.1	WP_258556669.1, WP_258556667.1	WP_160590087.1	WP_160590087.1	WP_160585753.1	WP_160590087.1	WP_160606457.1	WP_160587882.1	WP_160585032.1	WP_160587882.1	WP_011206184.1		WP_014579790.1	WP_243216121.1	WP_243234967.1, WP_243234969.1
N3.HOG0000618	OG0000553	n0									WP_011206269.1	WP_081632350.1	WP_081450699.1	WP_011206269.1	WP_041361785.1	WP_081420850.1	WP_179696027.1	WP_240536597.1	WP_240536328.1, WP_240536326.1	WP_225972980.1	WP_148166905.1	WP_233688445.1	WP_160601229.1	WP_258555930.1	WP_258555725.1, WP_258555726.1	WP_258555346.1	WP_258555587.1	WP_258555457.1	WP_308507061.1	WP_280996663.1	WP_258555346.1	WP_011206269.1		WP_252862187.1	WP_243216203.1	WP_243216203.1
N3.HOG0000619	OG0000554	n0									WP_232039525.1	WP_228365426.1	WP_228365426.1	WP_232039525.1	WP_236607970.1	WP_228366134.1	WP_258555394.1	WP_240536654.1	WP_240536396.1	WP_225972970.1	WP_044284640.1, WP_237697244.1	WP_233688749.1	WP_258556670.1	WP_258555903.1	WP_258555664.1	WP_258555841.1, WP_258555842.1	WP_225972970.1	WP_258555394.1	WP_225972970.1	WP_280996623.1	WP_225972970.1	WP_232039525.1		WP_228365426.1	WP_243216125.1	WP_243216125.1
N3.HOG0000620	OG0000555	n0									WP_011206168.1	WP_014579752.1	WP_014579752.1	WP_011206168.1	WP_020835683.1	WP_044272436.1			WP_135618789.1	WP_146379584.1	WP_014579752.1	WP_014579752.1		WP_014579752.1				WP_258555501.1, WP_258555499.1		WP_160585040.1		WP_011206168.1		WP_014579752.1	WP_243216115.1	WP_243216115.1
N3.HOG0000621	OG0000556	n0									WP_011206170.1	WP_014579750.1	WP_014579750.1	WP_011206170.1	WP_041361623.1	WP_044272437.1			WP_011206170.1	WP_011206170.1	WP_011206170.1	WP_011206170.1		WP_160615943.1				WP_011206170.1		WP_011206170.1		WP_011206170.1		WP_014579750.1	WP_011206170.1	WP_011206170.1
N3.HOG0000622	OG0000557	n0									WP_011205863.1	WP_014579530.1	WP_014579530.1	WP_011205863.1	WP_020835495.1	WP_020835495.1	WP_179696118.1	WP_240536627.1	WP_240536359.1	WP_225973004.1, WP_225973005.1	WP_237697225.1	WP_233688598.1	WP_014579530.1	WP_220191312.1	WP_014579530.1	WP_020835495.1	WP_160607722.1	WP_258555486.1	WP_020835495.1	WP_220190649.1	WP_020835495.1	WP_011205863.1		WP_252862120.1	WP_011205863.1	WP_011205863.1
N3.HOG0000623	OG0000558	n0									WP_011206277.1	WP_014579871.1	WP_014579871.1	WP_011206277.1	WP_318023953.1, WP_236607950.1	WP_044272517.1	WP_179696033.1	WP_179221150.1	WP_135618928.1	WP_146379649.1	WP_044284664.1	WP_233688452.1	WP_160601203.1	WP_160615726.1	WP_160590436.1	WP_160585727.1	WP_160607886.1	WP_160606725.1	WP_160585727.1	WP_160585081.1	WP_160585727.1	WP_011206277.1		WP_252862185.1	WP_243216210.1	WP_243216210.1
N3.HOG0000624	OG0000559	n0									WP_011206330.1	WP_014579915.1	WP_014579915.1	WP_011206330.1	WP_020835815.1	WP_011290306.1	WP_020835815.1	WP_179221178.1	WP_135618976.1	WP_146379678.1	WP_011284246.1	WP_233688491.1	WP_160601038.1	WP_160615683.1	WP_160590422.1	WP_146379678.1	WP_160607814.1	WP_011206330.1	WP_160587832.1	WP_020835815.1	WP_160587832.1	WP_011206330.1		WP_014579915.1	WP_243216271.1	WP_243216271.1
N3.HOG0000625	OG0000560	n0									WP_011206350.1	WP_014579932.1	WP_014579932.1	WP_011206350.1	WP_020835829.1	WP_020835829.1	WP_179696083.1	WP_179221187.1	WP_240536343.1	WP_225972993.1	WP_044284759.1	WP_179696083.1	WP_258556622.1	WP_258555624.1, WP_258555918.1	WP_258555239.1	WP_160585684.1	WP_258555624.1	WP_258555239.1	WP_258555239.1	WP_258555624.1	WP_258555239.1	WP_011206350.1		WP_143826165.1	WP_020835829.1	WP_020835829.1
N3.HOG0000626	OG0000561	n0									WP_011206437.1	WP_016340246.1	WP_014579974.1	WP_011206437.1	WP_020835874.1	WP_044272617.1	WP_179695907.1	WP_179221223.1	WP_094521504.1	WP_146379724.1	WP_044284704.1	WP_233688534.1	WP_160600937.1	WP_160585642.1	WP_094521504.1	WP_160585642.1	WP_160607779.1	WP_094521504.1, WP_160606971.1	WP_044284704.1	WP_160584935.1	WP_044284704.1	WP_011206437.1		WP_016340246.1	WP_243216323.1	WP_243216323.1
N3.HOG0000627	OG0000562	n0									WP_232039577.1, WP_241499464.1	WP_233417362.1	WP_228365419.1	WP_011205928.1, WP_238374143.1			WP_258556565.1	WP_240536642.1	WP_240536382.1		WP_237697237.1		WP_258556704.1			WP_258555849.1, WP_258555848.1		WP_258555437.1, WP_258555436.1		WP_258555849.1, WP_258555848.1		WP_232039577.1, WP_232039513.1		WP_252862198.1	WP_243216069.1, WP_243216068.1, WP_243216070.1	WP_243216069.1, WP_243216068.1, WP_243216070.1
N3.HOG0000628	OG0000563	n0									WP_011206169.1	WP_020835684.1	WP_020835684.1	WP_011206169.1	WP_020835684.1	WP_020835684.1			WP_228729173.1	WP_192894290.1	WP_020835684.1	WP_020835684.1		WP_258555966.1				WP_258555502.1		WP_280996637.1		WP_011206169.1		WP_020835684.1	WP_243216116.1	WP_243216116.1
N3.HOG0000629	OG0000564	n0									WP_228365397.1	WP_228365397.1, WP_016340199.1	WP_228365397.1, WP_014579689.1	WP_238374140.1	WP_011290233.1	WP_011290233.1	WP_258556509.1	WP_179221211.1	WP_276310459.1, WP_135618908.1, WP_135618753.1			WP_233688682.1	WP_160601159.1		WP_011290233.1	WP_160585709.1	WP_160585709.1			WP_160584949.1		WP_228365397.1		WP_228365397.1, WP_014579689.1	WP_011290233.1	WP_011290233.1
N3.HOG0000630	OG0000565	n0									WP_011205860.1	WP_014579527.1	WP_014579527.1	WP_011205860.1	WP_011289941.1	WP_011289941.1	WP_179695878.1	WP_146379449.1	WP_135618450.1	WP_146379449.1	WP_011283839.1	WP_233688595.1	WP_160601191.1	WP_160615846.1	WP_160590470.1	WP_160585749.1	WP_160607716.1	WP_160606895.1	WP_160588124.1	WP_160584840.1	WP_160588124.1	WP_011205860.1		WP_014579527.1	WP_233688595.1	WP_233688595.1
N3.HOG0000631	OG0000566	n0									WP_011205861.1	WP_014579529.1	WP_014579529.1	WP_011205861.1	WP_020835493.1	WP_011289942.1	WP_179696120.1	WP_179220982.1	WP_135618452.1	WP_146379450.1	WP_011283840.1	WP_233688596.1	WP_160590473.1	WP_160615842.1	WP_160590473.1	WP_146379450.1	WP_160607718.1	WP_160606893.1	WP_160588374.1	WP_160584838.1	WP_160588374.1	WP_011205861.1		WP_014579529.1	WP_243215923.1	WP_243215923.1
N3.HOG0000632	OG0000567	n0									WP_011205982.1	WP_014579705.1	WP_014579705.1	WP_011205982.1	WP_020835628.1	WP_011290097.1	WP_179696093.1	WP_179221064.1	WP_135618666.1	WP_146379546.1	WP_011284010.1	WP_233688697.1	WP_160601081.1	WP_160615791.1	WP_160590387.1	WP_160585558.1	WP_160608028.1	WP_160606546.1	WP_160588001.1	WP_160584708.1	WP_160588001.1	WP_011205982.1		WP_014579705.1	WP_243216038.1	WP_243216038.1
N3.HOG0000633	OG0000568	n0									WP_011205983.1	WP_011205983.1	WP_011205983.1	WP_011205983.1	WP_011205983.1	WP_011205983.1	WP_011205983.1	WP_160606544.1	WP_011205983.1	WP_146379545.1	WP_011205983.1	WP_011205983.1	WP_011205983.1	WP_011205983.1	WP_011205983.1	WP_146379545.1	WP_011205983.1	WP_160606544.1	WP_011205983.1	WP_011205983.1	WP_011205983.1	WP_011205983.1		WP_011205983.1	WP_011205983.1	WP_011205983.1
N3.HOG0000634	OG0000569	n0									WP_011205984.1	WP_228365416.1	WP_228365416.1	WP_011205984.1	WP_020835627.1	WP_228366129.1	WP_233688696.1	WP_240536638.1	WP_240536369.1	WP_225973028.1	WP_237697233.1	WP_233688696.1	WP_308704762.1	WP_233688696.1	WP_308704707.1	WP_308507001.1	WP_308704689.1	WP_308704591.1	WP_233688696.1	WP_308506985.1	WP_233688696.1	WP_011205984.1		WP_228365416.1	WP_243216036.1	WP_243216036.1
N3.HOG0000635	OG0000570	n0									WP_011205986.1	WP_014579702.1	WP_014579702.1	WP_011205986.1	WP_011205986.1	WP_011205986.1	WP_179696092.1	WP_179221062.1	WP_135618664.1	WP_135618664.1	WP_044284610.1	WP_044284610.1	WP_044284610.1	WP_011205986.1	WP_011205986.1	WP_011205986.1	WP_014579702.1	WP_160606542.1	WP_135618664.1	WP_160584706.1	WP_135618664.1	WP_011205986.1		WP_014579702.1	WP_243216034.1	WP_243216034.1
N3.HOG0000636	OG0000571	n0									WP_011205987.1	WP_014579701.1	WP_014579701.1	WP_011205987.1	WP_011290093.1	WP_011290093.1	WP_179696091.1	WP_179221061.1	WP_135618662.1	WP_146379544.1	WP_011284006.1	WP_233688695.1	WP_160601083.1	WP_160601083.1	WP_160590385.1	WP_160584704.1	WP_308704687.1	WP_160606917.1	WP_160587999.1	WP_160584704.1	WP_160587999.1	WP_011205987.1		WP_088764605.1	WP_014579701.1	WP_014579701.1
N3.HOG0000637	OG0000572	n0									WP_011205988.1	WP_014579700.1	WP_014579700.1	WP_011205988.1	WP_020835625.1	WP_044272385.1	WP_094521615.1	WP_179221060.1	WP_135618660.1	WP_146379543.1	WP_044284609.1	WP_160585559.1	WP_160601085.1	WP_160615793.1	WP_160590383.1	WP_160585559.1	WP_160601085.1	WP_160587997.1	WP_160587997.1	WP_160584703.1	WP_160587997.1	WP_011205988.1		WP_014579700.1	WP_243216033.1	WP_243216033.1
N3.HOG0000638	OG0000573	n0									WP_011205989.1	WP_014579699.1	WP_014579699.1	WP_011205989.1	WP_020835624.1	WP_020835624.1	WP_094521614.1	WP_179221059.1	WP_135618658.1	WP_020835624.1	WP_014579699.1	WP_014579699.1	WP_160601087.1	WP_160615795.1	WP_160590381.1	WP_160585560.1	WP_160608026.1	WP_160606915.1	WP_160587995.1	WP_160584701.1	WP_160587995.1	WP_011205989.1		WP_014579699.1	WP_243216031.1	WP_243216031.1
N3.HOG0000639	OG0000574	n0									WP_011205991.1	WP_014579697.1	WP_014579697.1	WP_011205991.1	WP_011290089.1	WP_011290089.1	WP_179696090.1	WP_135618654.1	WP_135618654.1	WP_146379542.1	WP_011284002.1	WP_233688693.1	WP_011284002.1	WP_011290089.1	WP_146379542.1	WP_135618654.1	WP_146379542.1	WP_160606913.1	WP_014579697.1	WP_160584699.1	WP_014579697.1	WP_011205991.1		WP_088764621.1	WP_243216030.1	WP_243216030.1
N3.HOG0000640	OG0000575	n0									WP_011206015.1	WP_011206015.1	WP_011206015.1	WP_011206015.1	WP_011290073.1	WP_011290073.1	WP_179696064.1	WP_179221052.1	WP_240536365.1	WP_146379530.1	WP_011206015.1	WP_011206015.1	WP_011206015.1	WP_160584672.1	WP_011290073.1	WP_160584672.1	WP_160584672.1	WP_011290073.1	WP_160584672.1	WP_160584672.1	WP_160584672.1	WP_011206015.1		WP_011206015.1	WP_243216012.1	WP_243216012.1
N3.HOG0000641	OG0000576	n0									WP_011206097.1	WP_011206097.1	WP_011206097.1	WP_011206097.1	WP_020835571.1	WP_044272325.1	WP_179695840.1	WP_160585617.1	WP_135618569.1	WP_146379498.1	WP_011206097.1	WP_160585617.1	WP_011206097.1	WP_160615780.1	WP_160590428.1	WP_160585617.1	WP_160607975.1	WP_044272325.1	WP_044272325.1	WP_044272325.1	WP_044272325.1	WP_011206097.1		WP_011206097.1	WP_243215991.1	WP_243234959.1
N3.HOG0000642	OG0000577	n0									WP_011206153.1	WP_014579765.1	WP_014579765.1	WP_011206153.1	WP_011290145.1	WP_011290145.1	WP_011290145.1	WP_011206153.1	WP_011206153.1	WP_011290145.1	WP_011284072.1	WP_011206153.1	WP_011290145.1	WP_160585066.1	WP_011290145.1	WP_011290145.1	WP_160607939.1	WP_011290145.1	WP_160585066.1	WP_160585066.1	WP_160585066.1	WP_011206153.1		WP_014579765.1	WP_011290145.1	WP_011290145.1
N3.HOG0000643	OG0000578	n0									WP_011206154.1	WP_044277993.1	WP_044277993.1	WP_011206154.1	WP_011290146.1	WP_011290146.1	WP_179696075.1	WP_179221100.1	WP_135618767.1	WP_146379575.1	WP_011284073.1	WP_233688731.1	WP_160601006.1	WP_160615764.1	WP_160590243.1	WP_160585696.1	WP_160607941.1	WP_160606786.1	WP_160588207.1	WP_160585064.1	WP_160588207.1	WP_011206154.1		WP_044277993.1	WP_243216081.1	WP_243216081.1
N3.HOG0000644	OG0000579	n0									WP_011206155.1	WP_011284074.1	WP_011284074.1	WP_011206155.1	WP_041361620.1	WP_011290147.1	WP_179696074.1	WP_179221101.1	WP_135618769.1	WP_146379576.1	WP_011284074.1	WP_233688732.1	WP_160601008.1	WP_160615766.1	WP_160590241.1	WP_146379576.1	WP_160607943.1	WP_160606784.1	WP_160588205.1	WP_160585062.1	WP_160588205.1	WP_011206155.1		WP_011284074.1	WP_243216083.1	WP_243216083.1
N3.HOG0000645	OG0000580	n0									WP_011206158.1	WP_014579761.1	WP_014579761.1	WP_011206158.1	WP_020835674.1	WP_011290150.1	WP_179696072.1	WP_179221104.1	WP_135618773.1	WP_011290150.1	WP_011284077.1	WP_011290150.1	WP_160601012.1	WP_160615768.1	WP_160590236.1	WP_160585056.1	WP_160607949.1	WP_160606779.1	WP_011290150.1	WP_160585056.1	WP_011290150.1	WP_011206158.1		WP_014579761.1	WP_243216090.1	WP_243216090.1
N3.HOG0000646	OG0000581	n0									WP_011206160.1	WP_014579759.1	WP_014579759.1	WP_011206160.1	WP_020835676.1	WP_020835676.1	WP_020835676.1	WP_011206160.1	WP_135618777.1	WP_135618777.1	WP_014579759.1	WP_014579759.1	WP_160601014.1	WP_160615770.1	WP_160590232.1	WP_160585052.1	WP_160590232.1	WP_020835676.1	WP_135618777.1	WP_160585052.1	WP_135618777.1	WP_011206160.1		WP_014579759.1	WP_243216093.1	WP_243216093.1
